Area,MajorAxisLength,MinorAxisLength,Eccentricity,ConvexArea,Extent,Perimeter,Class
-0.3216003251951627,-0.08459987498203464,-0.3415328925641487,0.48910697361913347,-0.3198101101644847,0.1103336134701185,-0.19766097030598276,Kecimen
1.4778426596697503,1.5880447993518163,0.9887117056846807,0.9545378696046557,1.4620978062840129,0.6421808073728383,1.3635583783555616,Besni
-0.29047490896912087,-0.41542308645288545,0.06726317746391366,-0.45574175807018164,-0.30168666592692417,0.8567870881906544,-0.41146265852379116,Kecimen
-1.0077848759169852,-1.1899110877968404,-0.7349758064254721,-1.1902440992458705,-1.0055092630161433,-0.7506604014944535,-1.0989266523985441,Kecimen
-0.490470610065178,-0.5122856578559608,-0.341111219681067,-0.12490550758463609,-0.5130609152951436,0.40725342551526383,-0.5621204047328622,Kecimen
3.187019345854144,4.792709373214465,2.2442620814676464,1.599952310447725,4.619063332320083,-3.56879193437148,5.623132281059454,Besni
-0.6215031699643182,-0.8578050056579286,-0.13709070844373808,-1.2516816257556624,-0.6427684029762384,1.0762861044202272,-0.7913155203135827,Kecimen
0.04591801577194706,0.8532691666697939,-0.6235419340728994,1.3702401153139294,0.09524890540976956,-2.823023272917054,0.46609140874887905,Besni
-0.5688672662548336,-0.9160752527073012,0.19254074714852323,-2.1489297980401703,-0.5792745355791642,-0.4147593549187419,-0.6245546163352347,Kecimen
0.011864063298159446,-0.16567802245370514,0.4093514167633332,-0.4031992539037389,-0.013219784726898904,0.3499322572356734,-0.10051983862449661,Kecimen
-0.8127391785671179,-0.7630067270264765,-0.8303124013857935,0.032645049758192754,-0.8190331150766053,-0.7312777393051092,-0.8721953677621976,Kecimen
-0.7429467173708393,-0.8905247327947506,-0.4186041578084154,-0.8523187388659683,-0.7620172045557123,0.49810519477561344,-0.9121976856919074,Kecimen
0.9899951700452616,0.4081989942711653,1.8182278443071365,-0.9909908559655978,1.0725302927683193,-1.381477690564761,1.399434698793348,Besni
0.1149329894688241,-0.5506114963100931,1.3154852583474943,-3.178486676940501,0.05865586656721899,0.9275639952039029,-0.12123808271495298,Kecimen
0.5521401266322922,0.44540401335515933,0.6994403241659997,0.200048905413991,0.5000470350923627,0.7618940740632294,0.45817773084993285,Besni
-0.7505401786149943,-0.6004142605692329,-0.9025884407959397,0.37717232018332764,-0.7537095957374035,0.6256876273556783,-0.8013473573527672,Kecimen
0.21408856189250097,0.43974755512718566,0.15782570114170846,0.6248016742154325,0.2659752116312639,-0.23386066037681405,0.3748450845357995,Besni
-1.0881511671051247,-1.5684581148813028,-0.3868219372674932,-4.7509044137456655,-1.0935056314219795,0.8024078352793875,-1.3180972856593172,Kecimen
-1.0652671183727394,-1.4483897420681395,-0.5768175093625169,-2.8395677000102673,-1.0795112665673283,1.1151882612064403,-1.3556210632061785,Kecimen
-0.6579414174362705,-0.20749211946426366,-1.1179955180794383,1.0033208248070196,-0.6602984465839197,-1.3191396813310998,-0.5070114934904801,Besni
-1.2757329844607372,-1.2224341358138058,-1.6751594406133552,0.3051498290735719,-1.2675698161865443,1.5206734247060867,-1.4670450596457998,Kecimen
